Awalnya kurang cocok karena gatel dan ngelupas, tap setelah di pakein toner sebelumnya jadi bagus2 aja. Cuma untuk hasil ga terlalu ngerubah banyak di muka, cuma buat nenangin muka aja . Untung redness dan beruntusan masi tetep ada di muka aku walau udah ga terlalu parah.;netral
Teksturnya kental, agak lengket pas diaplikasikan, wanginya kaya lem but it’s okay ga terlalu mengganggu, serum ini ampuh banget buat memudarkan dark spot aku, klaim mencerahkannya emg belum terlalu keliatan tapi bekas bekas jerawat yg item item mulai pudar;positif
Untuk kelebihannya sendiri, pori-pori aku jadi halus banget sekarang dan wajah jadi kenyal dan lembut. tapi tidak seperti klaim dia yang seharusnya menghilangkan bekas jerawat dan bruntusan, bekas jerawat aku nggak hilang-hilang. mau yang lama maupun yang baru. yaa sedikit memudarkan aja sih itupun yang udah lama banget. repurchase? nope, mau coba produk lain.;netral
emang belum genap sebulan aku pakek ini tp tangan ini gatel banget pingin review. awal iseng aja dan was was tentunya. soalnya sejak nyoba facial di salah satu klinik kecantikan muka aku sensitif banget dan gampang jerawatan. sampe sekarang aja masih ada bruntusan kecil2 dijidat. karna aku pingin banget ngilangin ini bruntusan dan wajah biar cerahan dikit akhirnya aku coba. dan 3 minggu hasil pd kulit kombinasi yg cenderung oily ini baguss banget. aku pakai tiap malem dan hasil dipagi hari kulit kerasa kenyel dan bersihkan. untuk bruntusan emg udh mendingan. so aku pasti repurchase lg. aku pakek ini tanpa aku dampingin skincare apapun. karna pingin ngerasain hasilnya.;positif
Sumpah enggak nyangka bakalan sebagus itu diaku, baru make semingguan aja muka jadi lebih cerah sehat (bukan cerah putih y) terus pori pori lebih keliatan kalem dannnn sebulan make beneran ngebantu buat samarin bekas bekas jerawat juga memperbaiki tekstur kulit mukaku, bikin jatuh cinta deh sama somethinc 💓;positif
produk yg hype bgt. sejauh pemakaian sih gak terlalu efek bgt di kulitku. sudah pemakaian 1 botol dan biasanya aku layer pake laneige cica sleeping mask. repurchase? maybe. seenggaknya gak bikin breakout udah oke bgt di aku;netral
oh how i hope this product suits me! pake ini malem besok2 nya langsung bruntusan. then aku stop, tapi sekitar 2 atau 3 bulan kemudian aku coba lagi untuk mastiin dan hasilnya tetap sama. padahal aku tuh berharap bgt bisa cocok sama produk ini karena niacinamide is an amazing ingredient! but i dont know ya dari video2 yg aku tonton dan artikel yg aku baca it could be purging. tapi tetep aja aku gamau ambil resiko dan akhirnya aku cuma pakein ini ke leher aja huhu so sad:(;netral
dikasih inii sama temen krn dia ga cocok. krn penasaran baca review nya bagus, akhirnya coba untuk PM routine. dan taaa daaa pagi2 bruntusaan di jidat dan pipi hadirr 😢 sedihh br pertama kali coba lgs ga cocok sm aku.... pdhl lumayan berekspektasi sm produk inii.;negatif
baunya sekilas kaya lem tpi g nyengat .Cepet banget menyerap aku aja kaget , malah menurutku lebih cepet ini nyerepnya dibanding toner hadalabo strip ijo. Di awal pemakaian timbul 2 jerawat di daerah dagu (area kering) skrang uda kempes tinggal bekasnya dan ga jerawatan lagi .lumayan bikin cerah juga. Tunggu review selanjutnya ya;positif
Pertama kali coba karena penasaran dan dikasih tau temanku, juga kebetulan serumku habis. Yasudah kubeli, dari pertama kali pakai memang sudah bikin kulit mukaku lembab dan kenyal, suka. Sekarang sudah botol kedua dan ditambah rangkaian product Somethinc lain nya. Aku, sejatuh cinta itu sama product Somethinc dan pencarian Skincare-ku jatuh kepada Somethinc ✨❤️;positif
produk ini sebenernya menurutku overhyped ya. awalnya agak ragu karena biasanya produk yg overhyped gak begitu bagus ingredientsnya, sorry to say biasanya begitu. terus akhirnya aku nyari2 bahan active untuk skin barrier repair, dan ternyata si niacinamide ini salah satunya. sempet nyari produk yg kandungan niacinamidenya tinggi dan produk ini yg banyak review positifnya, akhirnya kepo juga kan *memakan omongan sendiri wkwk* dan ternyata ingredientsnya bagus! untuk kulit kusam, kering, oily, dehidrasi, dan berjerawat pun semua ada. kerasa bgt kulitnya plump (apalagi kalo dibarengi hyalu b5 buuh!) dan cerah. redness memudar & tekstur jg pelan2 membaik. will repurchase!;positif
aku udah habis 3 botol dan ini botol ke empat aku, artinya apa? yaapppp APPROVED! buat kalian yang susah ngilangin bekas jerawat, ini adalah jawaban atas pencarian kalian. hasilnya bisa di dirasakan 1-2minggu pemakaian kok. repurchase?OFC!!!!;positif
Sumpah sumpaaah ini bagus bgt bgt!! sebelum pake somethinc aku ada bekas jerawat udah sebulanan ga ilang, teruss pas aku pake inii beeh 2 minggu langsung bhaayyy bekas jerawaat😚😚 selain itu makenya juga gaperlu banyak, 1 tetes udah bisa buat semukaaa;positif
awalnya ragu pake ini karena lg breakout tapi teriming2 review dr temen, akhirnya pake, dan taraa jerawat jd cpet ilang plus kulit jd sehat kenyal. gak glowing sih, tapi yg ptg sehat aja gak jerawatan uda bersyukur bgt. skrg uda sembuh jrwat tgl bekas2nya aja moga bs cpt ilang;positif
"nyobain pertama x produk niacin itu sebenernya pas pake TO, tapi ternyata habis 1 botol ngerasa gada progress apa"" malah utk bbrp produk layering setelahnya ga bisa ngeblend. trs nyobain ini alhamdulillah cocok 1 botol kecil pertama habis n kerasa ada perbaikan terutama bekas"" jerawat perlahan tapi pasti mulai memudar. keren lah.. trs org"" bilang mukaku cerahan, 100% yakin siy penyebab utamanya gegara produk ini. sesuai claimnya mmg, worth to buy yaa..";positif
Biasa bgt gak ngaruh apa apa di aku malah awal nya timbuk jerawat, karna sayang jadi dilanjutin aja. Efek yg lain gak ada cuma mau abisin aja karna sayang. Pengen coba serum yg lain tp jadi setengah hati. Seengaknya walaupun aku terusin pake dia gak nambahin jerawat di aku. Repurchase? No deh.;negatif
kalo menurut akuu, ini lumayan bagus di aku yang PIE, ngelembabin juga dan dia bikin calm. untuk jerawat masih sama aja sih kadang muncul juga, untuk mencerahkan iya, tapi malah muncul banyak komedo gitu dihidung, tapi balik ke skin masing masing, kalo aku ga repurchase heheee karna lagi ga suka serum mau coba toner;netral
udah abis 1botol, belum ada efek di aku sih. cerah? ga biasa aja seperti biasa wajah aku. lembab? iya! lembab yg dapet ✨ dark spot? No. Jd ini di aku cuma melembabkan aja ga lebih. saya masih mau mencari serum yang lebih bagus lagi ehe~;negatif
buat muka yg masalahnya hanya kusam aja sih ini recomended bkin kulit sedikit lebih cerah tapi ga bsa ekspektasi lebih dari itu 😂 udah abis botol ke 2 mau cba produk lain aja karna ga terlalu signifikan ngaruhnya di kulitku;netral
Tipe kulitku dry-normal. Pake ini sekitar 2 bulan (bareng sm advance effector laneige clear c) muka jadi lebih cerah, sebelumnya kusam. super melembabkan muka aku, tapi sebulan gamake lgsg muncul byk dark spot di jidat dan dagu😂 kadang kl pemakaian terlalu banyak, muncul jerawat kecil di sekitar alis.;positif
awalnya maju mundur mau cobain produk ini cuma punya cushionnya iseng mau cobain serum niacinnamide nya yang ngeklaim bisa memudarkan beruntusan dan noda noda bekas jerawat kebetulan bekas jerawat aku typical PIE jadi bagus banget,untuk tekstur sih watery dan gaada baunya recommended buat kalian yang pengen memudarkan bekas jerawat sekalian sama memperbaiki tekstur kulit;positif
Nyobain ini karna reviu bagus orang2. Sebenernya pake ini berasa lebih lembap, cm bbrp kali pemakaian kulit gatal dan jd beruntusan. Udah kukasih temen, ga ku lanjut, emng ga cocok. Sekitar seminggu aja pakenya;negatif
((PRELOVED)) ISI ±98% 80K aja free fw wardah ,chat aja :083130584500 ~~~~Di aku gak cocok eungg:(bangun tidurr muka ku langsung kilang minyakk padahal udah excitedd pake serum ini ,tapi mungkin saja di kamu cocok hehekuku;negatif
baru pertama coba tapi udah 1bulan lebih pakai. awal pemakai biasa saja tapi makin kesini setelah dipakai malamnya terus paginya dimuka aku jadi halus banget, lembab. bagian hidung terutama kelihatan banget halusnya. tekturnya lebih kental dari pada 2 produk something lainnya. bakalan repurchase deh...;positif
Baguuus bgt! Selalu cinta sm niacinamide, ini beneran bikin muka makin cerah sama ngilangin bekas jerawat bgt! Also, it gives extra moisture to the skin without being greasy, perfect for a dry & dull skin! Hasilnya di aku udah keliatan bgt di awal-awal pake produk ini. It’s also affordable & a local brand! <3 Highly recommended;positif
serum yg lumayan mencerahkan tapi nggak sesignifikan itu sih di aku. tekstur kental, lumayan gampang meresap jd no worries kalo dipake pagi/siang gabakal tacky lengket gitu. aku juga suka dia bikin wajah lumayan supple dan lembab. tp menurutku nggak terlalu signifikan sih manfaatnyaa, apalagi cepet bgt habis wkakaaka;netral
Aku udh pake produk ini sekitar 1 bulan, aku tuh mukanya kusem banget boro-boro glowing ya, soalnya aku suka susah minum air mineral juga sih hehe jadi kulitnya kering jugaaa bgt malah. Tapi semenjak aku pake ini muka aku jadi lembab, terus aku berasa kulit aku menghasilkan sebum walaupun dikit jadi gatandus amat gtu haha, bikin cerah sama bikin glowinggg lumayan ga buluk kaya sebelumnya haha yang paling keliatan bgt sih di bagian bekas jerawat mereka jadi pudar gtuuu bagus bgt pokonya;positif
waktu lagi bruntusan parah aku disaranin temen buat coba ini sbnrnya ragu tp krna anaknya nekat jd langsung beli.. awalnya kurng yakin cuma pas udh sebulan dipake dia beneran bikin bruntusan & jrwatku ilang😍 skrg udh botol ke 5 yg 40ml tadinya pas size 20ml udh abis 4botol..repurchase? yes dongg krna ini udh jadi kecintaan aku bgt❤️❤️❤️ cuma syg skrg cari yg size 40ml susah kosong semua dmna²☹️;positif
SECINTA ITUUUU! udah pake dari tahun lalu pas pertama kali launching product & udh 5x repurchase. sukak! beneran memudarkan bekas jerawat, bikin lebih cerah, gak breakout gak bruntusan pokoknya ini super duper aman! must to try it bgt!!;positif
i love this product so so much. apalagi kalau di pake barengan sama hyaluronic b5. pagi2 muka jadi lebih cerah dan glowing. w pakainya sehari 2x, pagi dan malam.. setelah abs 2botol bener2 kerasa manfaatnya;positif
ini adalah air ajaib dari surga, hahha *lebay*. buat aku yang lebih seneng mencet jerawat sebelum mateng daripada nungguin doi ilang akhirnya menyebabkan bekas jerawat, pake ini jadi obatnya, bekas jerawat cepet bgt ilang nya, muka jg jadi alus bgt, kenyel kenyel gimana gitu, bener bener ajaib. Ini produk lokal dan halal :));positif
Jadi pas pertama kali coba tu masih agak ragu-ragu. Cuman karena terlalu teracuni salah satu beauty influencer jadi aku coba dan efeknya tu bagus banget ke muka ak. Produknya sama sekali gak bikin breakout ato jerawatan. Produk ini nyata si mencerahkannya san juga buat glowing dalam pemakaian yang panjang. Meresapnya si ga terlalu cepet.. tapi it's finee;positif
suka bgt jujur selain melmebapkan dan memudarkan bekas jerawat ini formulanya encer dan ga bau samsek. udh botol ke 3 dan tetep aja sih sukaa lebih cerah juga ga drastis emang tp ngerasa kulit muka jd lebih sehat;positif
Mencoba produk ini buat bantu ilangin spot bekas jerawat, nyobain niacinamide, dan mendukung produk lokal. Gampang meresap dan ada aroma asem gitu pas dipake. Kurang melembabkan di kulitku. Dan efek mencerahkannya nggak ketara ya di aku udah pake beberapa bulan. Selain itu, sejak pake dia kulitku makin lama makin gampang iritasi (merah2, lebih bertekstur, timbul bumps2 kecil tapi kayaknya bukan jerawat deh karena nggak lama, paling beberapa jam-1 hari ilang). Jadi sekarang aku pake di leher. Aku nggak tau ini karena produknya atau karena kulitku nggak tahan niacinamide, karena baru coba niacinamide sekali ini. Update: sekarang aku pake malah jadinya perih kayak ketusuk2 jarum kecil 😭;negatif
I didnt personally got this exclusively for me to use, nyolong punya mama aku. She loves loves it, bu begitu aku pake lgsg muncul milia sedikit. Consistency is great, sayang masih berfragrance. W id like to point out that i appreciate that they opt for minimal packaging though instead of bulky boxes, most skincare boxes are not recyclable due to layers anyway so it made no difference kalo orang cuap cuap bilang box lebih eco friendly dr pd plastik;netral
bagusss buat yang mau nyerahin kulit atau mau hilangin bekas jerawat. aku udah pakai ini sebulan sih bekas jerawat aku mudarrr :) lumayan~~ tapi sekarang pengen coba rosehip oil katanya bagus hehe🥰🥰 nunggu ini sebotol abiss dulu soalnya sebotol bisa buat sebulan lebih ga abis2;positif
seminggu pertama pake ini minyak wajah berkurang, jerawat yang meradang jadi kempes, bekas jerawat yang udah dari lama memudar, tapi untuk minggu-minggu selanjutnya efeknya ga begitu kerasa. tetep akan lanjutin pakai produk ini dulu 2-3/4 bulan, karena emang waktu kerjanya 8-12 minggu, kalau masih ga bekerja akan coba brand lain.;positif
Baru pakai produk ini sebulan lebih. Di aku cocok cocok aja sih, gak bikin efek yang jelek-jelek. Dia bikin wajah lembap karena ada moisture beet extract nya. Kalau untuk ngilangin bekas jerawat sih memang butuh waktu yaa, nggak langsung cepet hilang gitu, tapi memang bekas jerawat yang awalnya gelap gitu perlahan jadi pudar berubah warna jadi coklat muda. Jadi pemakaian lebih lama mungkin bakal ngasih hasil yang lebih baik lagi, karena sejauh ini juga udah bagus di aku.;positif
it works on me! beneran bantu nyamarin bekas jerawat yg PIE dan meratakan warna kulit. teksturnya cukup kental tapi nggak lengket dan cepet nyerap pas diaplikasiin ke wajah. ngga ada baunya juga jadi aman buat yang kulitnya sensitif atau emang ga suka skincare yg ada fragrancenya.;positif
awalnya liat2 doang sampe ngestalk diakun ofc nya, eh abistu tertarik jadinya beli yang niacinamide dulu pemakaian minggu pertama udah kerasa banget sih bikin cerahan sama mudar bekas jerawat, akhirnya beli lagi dicomb sama hyaluronic nya makin debesttt bgt❤️🥰;positif
Karena nyoba niacinamidenya the ordinary gak cocok, perih bgt, akhirnya nyoba ini yg ktnya review reviewnya lebih mild. Alhamdulillah gak ada reaksi negatif. Tp sejujurnya gak ada perubahan yg signifikan juga. Mgkn buat yg pgn maintain kulitnya yg udh baik baik aja, ini boleh lah. Teksturnya gel agak kentel, cepet ngeresepnya.;positif
Semoga beneran bagus karena produk sangat hype termasuk racun suhay Salim juga wkwkw harganya pun murah. . .Klaim manfaatnya sepertinya mirip dengan elsheskin radiant serum Tapi harganya jauh lebih terjangkau...please works on me 👌🙏;positif
Beli ini karena keracunan orang orang katanya bagus banget buat mengatasi texture dikulit wajah, mengurangi bekas jerawat dan mencerahkan wajah. Alhasil langsung dicoba pakai serum ini selama 1 bulan full dan ternyata bener dong hasilnya sebagus itu! Jerawat aktif dan bruntusan dikulit wajah gue hilangg pakai serum ini, muka jadi lebih cerah dan bekas jerawat pun memudar! 🔥 dan muka jadi lebih glowing dan moist setelah pakai serum ini 🔥🔥🔥 bagus bgt;positif
awal aku beli karena habis lihat review productnya yang katanya sebagus itu, dan karn aku masih pemula banget belum berani buat coba yang produk korea gitu, setelah tau klu in produk lokal lagsng tertarik dong,bekas jerawat auto langsung pudar &mencerahkan tapi gak lebay;positif
Serum niacin pertamaku. Dia cepet ngeresap, bikin lembab, glowing gitu, efek mencerahkannya ada. Kalo kalian lagi nyari TO niacin tapi agak susah gitu kalian bisa cobain si somethinc ini karena bagus kok work di aku . Bekas jerawat juga sedikit pudar, good job somethinc 😍;positif
Beneran sebagus itu. Teksturnya kental dan cepet menyerap dimuka, klo aku cmn pake 2 tetes bisa satu muka+leher juga .Mencerahkan sama kaya yang dibilang dan bekas jerawat aku mulai memudar. Selain itu juga bikin lembab kemuka. Produk ini recommended banget menurut aku karena biasanya aku kalo pake yang mencerahkan ga cocok sama kandungannya.;positif
bisa dibilang dupenya ordinary, melembabkan, harganya affordable, aku malah lebih suka teksturnya ini dripada ordinary karena ga ngasih efek peeling ke kulit, tpi untuk hasil mencerahkannya lebih nampol ordinary, but i still love this product;positif
Serum lokal yang bagus banget, cepet meresap dan bikin lembab, setelah sebulan pake bekas jerawat sedikit memudar dan wajah jadi keliatan engga kusam lagi, dipake pagi malem, satu botol kecil ini cukup buat sebulan;positif
pertama pakek ragu tapi sekarang cinta banget bisa nyembuhin bruntusan dan jerawat bandel aku 😘💕💕👍 mantul poll menuju kulit glowing 2020 Good Job Somethinc. Untuk bekas udah mulaihilang apalagi bikin kemerahannya juga pudar 💕💕💕;positif
udah pakai produk ini selama 2 bulan cukup rutin. so far efeknya setelah bangun tidur pori2 jadi rada samar emang, trus efek mencerahkannya lumayan sih walaupun ga begitu nendang. teksturnya kental dan bening, baunya rada asem tp tidak ganggu buat aku, cuma kalau repurchase sepertinya ntar an dlu.;positif
krn the ordinary susah belinya mksdnya takut barang palsu gt lho jd memutuskan beli dupe the ordinary versi lokal, gak expect too much sih pemakaian sebulan pun gada hasilnya, tp setelah 3 bulanan aku baru liat, minyak dimuka lebih terkontrol, bekas2 jerawat yg dark spot gt memudar, jerawat jg muncul kalo mau haid aja. baru itu aja sih yg keliatan. tp knp ini soldout mulu sih di shopee official nya????;positif
"Cinta banget sama serum ini. Dia kasih kelembapan tapi ga buat breakout juga. Dia buat kulit cerah. Teksturnya light, watery, cepet banget nyerap kayak pake air aja gitu. Warnanya clear dan gada bau. Love banget tapi kesel karena cepet banget habisnya :"")";positif
Kesan pertama pakai ini, rada males karena lengket banget. Tapi aku paksain rutin pakai, dan dalam 3 bulan hasilnya emang kulit jadi lebih cerah. Bonusnya, kulit berasa lebih kencang. Mungkin karena lengket itu ya. Aku pakai cuma tiap pagi sebelum sunscreen. Nggak boros, aku taruh setetes-setetes di dahi, hidung, dagu, pipi kanan dan kiri, udah deh bisa cover sewajah.;positif
agak sedih karena ternyata kurang cocok di aku. apalagi setelah liat reviewnya rata rata yang make ini produk bagus semua. seminggu pemakaian ini ngebuat kulit aku bersih banget, bekas jerawat juga memudar. tapi setelah dua minggu pemakaian muncul jerawat gede gede, terutama di bagian samping bibir dan pipi, jadi aku terpaksa stop pake ini😭;negatif
aku ga begitu ngeliat perbedaan yang berarti dengan pemakaian serum ini, mungkin karena aku pakenya ngga rutin yaa.. bekas bekas jerawatku masih tetap ada. sampai tetes terakhir pemakaian serum ini belum tampak perubahan signifikan di wajahku;netral
teksturnya rada kental jadi butuh waktu buat nunggu dia meresap tp jadi glowing sih yg dan sedikit mencerahkan tp untuk bekas jerawat dia ga ngaruh sama sekali temen temen ku jg pakai dan katanya kurang ampuh jg jd gabakal repurchase sih;negatif
Awalnya coba untuk menghilangkan bekas jerawat malah timbul jerawat 🙄☹️... kayaknya ga cocok... ini sprtinya untk melembabkan saja atau untk kulit kering jadi gak rekomend buat saya ☹️ , tp sygnya uda terlanjur beli , hrganya lumayan mahal huh...;negatif
beli ini karena dapet voucher 50k dari JxB'19 selain itu produk ini juga antriannya super panjang so I decided to try. ini niacinamide pertamaku, ukurannya travel-friendly banget. untuk result, semacam ga kasih efek mencerahkan sama sekali. selain itu, untuk pipetnya pendek banget jadi susah ambil produknya saat sudah hampir habis. ga gitu kecewa sih, cuma gaakan repurchase aja;negatif
Sebenarnya aku love-hate sama product ini. Love nya, ini beneran bikin kulit jd cerah, seger & glowing. Tp hate nya, gatau knp stelah pake ini suka muncul 1-2 jerawat, tp kempesnya cepet sih, trus muncul lagi. Tp aku suka dia bkin cerah muka😭;netral
Kayaknya ga heran sih kenapa ini selalu menjadi holy grailnya orang-orang🥰 harganya yg lebih ekonomis dibanding serum lain tapi bisa ngasih efek yg hampir sama ama serum yg harganya lebih mahal. Teksturnya sama kayak serum lainnya warnanya bening dan nyerepnya juga ga terlalu lama. Setelah pemakaian sebulanan lebih untuk efek nyerahinnya sih ya perlahan tapi pasti ada sih dikit tapi bikin kulit enak aja sih dipakenyaa, jadi salah satu produk andelan juga;positif
Been using this product for 1month krn ga begitu cocok dgn TO niancinimide, and the result is superbb! Muka jd halus cerah n keliatan berseri2 gt, pertama kali pake ga breakout, kaget jg ini local product bisa segini bagus, definitely akan repurchase;positif
prodak niacinamide pertama yang dicobain. dan sejauh ini suka banget. recommended banget buat yang nyari serum buat mencerahkan. beberapa spot bekas jerawat juga jadi berkurang, nggak kusam sama sekali.buat yang kulit sawo matang,hasilnya jadi cerah,bersih sehat gitu. super melembabkan juga.;positif
Awal beli gara2 produk ini lagi booming bangett dan banyak review yang bilang produk ini bagus. Setelah aku nyobain emang bagusss, efek yang berasa banget di aku sih mencerahkan muka, apalagi klo abis pake ini di malem hari, bangun tidur muka glowing dan cerah. Produk lokal, kualitas bagus dan harga terjangkau, so good ☺️☺️;positif
Gue anaknya bukan tipekal orang yg anak skincare bgt karna alhamdullilah muka gak ada yg harus diperbaiki, cuma harus meratakan warna kulit, tapi itu bukan jadi prioritas, dan akhirnya keracunan salah satu influencer, dan bener ini worth it bgtt, harganya terbilang murah dan Ingredientsnya ada Niacinamide, bagus untuk menghidrasi kulit;positif
beli ini buat gantiin yg merek si the ordinary tp mala ketagihan bgt. hasilnya ga kalah kok. sekarang dah masuk botol ke 2. texture cair dan ga ada bau aneh2. pas dipakai cepat meresep di kulit. super nyaman n enak dikulit aku. pake malem besoknya dah keliatan hasilnya;positif
ad jerawat gede trs membekas jd cb ini,t ad 2 prduk rekomen. but krn ini lebih murah jd coba, dn hasilnya lmyn si bekas jerawat ngecilin+wjhcerah tp udh hbs 1 botol blm ilang, (-)nya msh ttp muncul jerawat kecil + beruntus msh ada;negatif
First time nyobain serum ini dan berharap banyak karena tipe kulitku yg oily, jerawat sedang n ada merah2 , sudah excited awal pake dan kenapa ngerasa biasa dan malah timbul perih tapi emang wajahku se sensitif itu sihhh? apa karena aku ga cocok niacinamide kali ya;negatif
Awal aku beli ini karena niacinamide the ordinary aku udah abis and I need one rightaway tanpa harus nunggu paket datang. Solusinya? Ke Makeupuccino di daerah aku and luckily ada. So it's a plus point for this product, mudah ditemukan. Aku beli yang 40ml dan sampe sekarang belum abis karena aku setiap make 2 drop doang dan itu udah cukup banget buat semuka. Sangat sangat melembabkan dan mencerahkan dan membantu bekas jerawatku untuk memudar juga. I would definitely repurchase this product.;positif
Aku baru pertama kali nyoba serum, berharap cocok sama somethinc ini eh tapi sayangnya ga cocok. Awal pemakaian terasa perih, merah, muncul beruntusan di pipi dan jerawat di dahi :(. Padahal aku ga pakai produk lain yang mengandung AHA atau bha nya;negatif
karena gila sama productnya somethinc yang memang bener cocok di muka aku, aku beli juga yg niacinemide nya. kurang lebih 2 mingguan pake ini uda keliatan bgt hasilnya, bekas jerawat makin muder tapi berasa cekit gitu sedikit. teksturnya sendiri termasuk yang kental gitu. packaging nya okee;positif
Ini bagus banget buat menghilangkan bekas jerawat sekaligus mencerahkan, bikin lembab juga 2 minggu udah kelihatan hasilnya harganya jg murah tapi aku sempat pecah wktu itu, dan g mau repurchase lagi hahaha, tapi overall okay asal klian nyimpan nya di tempat yg safe;positif
Jujur kaget ternyata produknya se ampuh itu untuk kurangin minyak di muka apalagi kulitku termasuk yg oily banget. Minyak di wajahku jd berkurang banget, aku coba pakai sama combo centela ampoule and it works! Muka juga jadi pluffy gitu. Dibanding produk Niacimide The Ordinary, aku lebih pilih somethinc ini😆;positif
baru nyobain ini dan so far so good kulit kerasa lebih cerah dan lembab. dia teksturnya cukup ringan masih bisa dipake tiap hari dan aku pakenya barengin sama hyaluronicnya juga jadi uda agak keliatan lebih glowing dari sebelumnya. karena dia water based juga jadi cepet nyerep juga🤩 love this;positif
